novel_review_id,raw_language_scope,title,description,proposed_tag_count,proposed_tags
nrv_6f527f52cd8b8a376e32b314,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Marrying His Rival: The Ex-Fiancé's Nightmare,"I was the ""Caged Canary"" of the underworld, a biological asset designed to merge two crime families. My fiancé, Bryant Barnes, didn't love me. He loved the power I brought, and he loved his mistress, Kalia.

The night Kalia broke into my penthouse and stomped on my hand, crushing the bones and my fashion career, Bryant didn't help me. He told the police she was my guest and warned me not to embarrass him with a cast.

That was just the beginning. When Kalia lied about feeling unsafe, Bryant dangled me off a balcony. When she faked a kidnapping, he locked me in an industrial freezer for six hours until I turned blue. And when I fell into the marina, he swam right past me to save her, leaving me to drown in the freezing water.

He destroyed my body and my dignity for a woman who was stealing my designs and faking a pregnancy. He thought I was just a broken obligation he could discard.

But he made a fatal mistake. He didn't make sure I was dead.

I dragged myself out of the water and made a call to his greatest rival.

On the night of our grand merger, I walked onto the stage wearing royal blue instead of white. I rolled up my sleeve to reveal the scars he gave me, looked him dead in the eye, and grabbed the microphone.

""I hereby terminate my engagement to Bryant Barnes. And I am proud to announce my betrothal to the true King of this city.""",3,ct-v1-crime|crime|犯罪|crime ;; ct-v1-royalty|royalty|王室|royal ;; ct-v1-kidnapping|kidnapping|绑架|kidnapping
nrv_6fbb4c101f69fd813e1d412d,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]","C'était trop tard, je regrette","Chômage , l'impatience, secte, sacrifice humain, Richesse, Regret, Pardon, mort ,Dieu, Résurrection ... seront les parcours de John dans cette Histoire. 

En effet John est un homme de 37 ans marié à Rose. Pour plusieurs raisons John sera entraîné par son ami Abel , dans une secte jusqu'au moment où il voudra ressortir après une condition qu'il refusera d'honorer. John réussira t-il à sortir vivant de ce combat ?? Ou bien il perdra ça vie ??

A SUIVRE....
.
",1,ct-v1-regret|regret|追悔|Regret
nrv_721ea7e64ed07522df25b6d9,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",Mienne ,"« Tu n'appartiens qu'à moi », grogne-t-il. Je le regarde, effrayée. Ses yeux sont devenus noirs, avec une lueur dorée. Il me plaque contre le mur et commence à m'embrasser dans le cou. « Je sens son odeur sur toi », gronde-t-il. Je suis sous le choc et je ne sais pas quoi dire. « Mais... ».
-----------------------------------------------------------------------------------------------

Olivia ne sait pas à quoi s'attendre lorsqu'un jeune Alpha de la meute la plus puissante vient rendre visite à sa petite ville. Surtout quand il finit par s'installer dans la même maison qu'elle et enseigner dans son lycée. Pourquoi a-t-elle dû le rencontrer alors qu'elle était avec un autre garçon ? Le garçon pour lequel elle avait vraiment le béguin. Cet Alpha est très possessif et sexy, mais il peut parfois être agaçant. Va-t-elle finalement le choisir ? 

Ryder Lupei est un adolescent insouciant qui se trouve être l'Alpha de la meute la plus puissante qui soit : la meute de Moon Crest. Son père l'envoie aux États-Unis pour retrouver un vieil ami. Ce qu'il ne savait pas, c'est qu'il allait rencontrer l'âme sœur qu'il n'avait jamais vraiment souhaitée. Il vit avec elle et lui donne des cours. Elle est pleine de surprises et lui fait toujours des choses inattendues. Il l'aime. Avec un autre garçon qui tente de capter son attention, parviendra-t-il un jour à la conquérir ?",1,ct-v1-werewolf-alpha|werewolf-alpha|Alpha（狼人首领）|Alpha
nrv_729added0ab1eb20680e89cd,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Shattered trust ,"

In the quaint suburban neighborhood of Willowbrook, the Winslow family seemed to embody the epitome of perfection—a successful lawyer, a talented artist, and an adorable ten-year-old daughter. However, behind the facade of a picture-perfect family lay buried secrets that threatened to unravel their tranquil lives.

James Winslow, a once-troubled soul, had left his dark past behind. But when a sinister midnight caller rekindles the flames of his criminal history, he is plunged into a perilous web of blackmail and deception. Fearful for his family's safety, James finds himself following the caller's instructions, caught in a dangerous game that seems to have no end.

As James struggles to protect his loved ones, his wife Emily's intuition kicks in, and she becomes determined to uncover the truth. Her investigation leads her to shocking revelations about her husband's past, leaving her torn between her love for him and the need for justice.

In the face of mounting threats, an unexpected ally emerges in the form of Detective Alex Turner, a seasoned investigator with a penchant for solving intricate cases. Together, they race against time to confront the blackmailer and expose the sinister figure seeking vengeance.

In a final showdown of wits and courage, the Winslow family must overcome their darkest fears and shattered trust to bring the truth to light. As the stakes rise and their bond is tested, they learn that the power of love and resilience can conquer even the most malevolent of forces.

""Shattered Trust"" is a gripping thriller that weaves a tale of redemption, resilience, and the unbreakable trust that emerges from facing the darkest of secrets together. Join the Winslow family as they navigate a treacherous journey to protect their family and confront the past that threatens to consume them.",2,ct-v1-lawyer|lawyer|律师|lawyer ;; ct-v1-redemption|redemption|救赎|redemption
nrv_73a33c197958f6ea2d601858,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",醜妃逆襲：戰神王爺寵瘋了,"古藥世家傳人楚晚妤，一手醫術活死人肉白骨，敢從閻王手裡搶命；一粒丹藥萬人相求，可治天下百病！
沒想到一朝穿越，竟成了遠近聞名的第一醜女，還生撲了威震天下的戰神王爺。
天崩開局？沒事！
且看她如何逆風翻盤！
搶婚？她讓繼妹當眾摔個狗吃屎，奪回嫁妝鎖死這對狗男女！
懦弱？她手撕渣爹，腳踩毒婦，把綠茶白蓮花按在地上摩擦！
貌醜？她醫好臉上毒斑，改頭換面成了驚豔四座的絕世美人！
昔日相府醜女一路逆襲，成了眾人高攀不起的存在。
就連某人也對自家王妃動了心，鐵血戰王秒變寵妻狂魔。
寶寶殺人他遞刀，寶寶一笑他折腰，寶寶……可惜寶寶心裡沒有他。
楚晚妤：“滾！和離！男人只會影響姐搞事業的速度。”
蕭離鏡委屈：“不行！第一次給了你，你必須對本王負責！！”",1,ct-v1-time-travel|time-travel|穿越|穿越
nrv_780b96af0c9eab5475767a87,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Ageless Pact: A Twin's Adventure,"In the mystical realm of Eldoria, twins Arianna and Tristan find themselves thrust into a perilous adventure that will test their courage, unravel secrets, and challenge their very identities. When their peaceful lives are shattered by an unexpected invasion, the twins must flee their castle home, pursued by mysterious assailants.

Guided by the enigmatic Alaric, a seasoned adventurer with a shadowy past, the group embarks on a treacherous journey through untamed lands, where danger lurks at every turn. As they traverse the ancient landscapes, they uncover a web of deception, betrayal, and political intrigue that threatens the very core of Eldoria.

Within their midst, an alluring attraction blossoms between Arianna and Alaric, but an age gap creates an additional layer of complexity, fueling conflicting emotions within their group. The twins' extraordinary powers, combined with Alaric's rugged charm, become their only weapons as they face enemies both seen and unseen.

Time is of the essence as the group races against sinister forces seeking to overthrow the kingdom's rightful ruler. As they navigate a maze of treachery and schemes, the siblings must question the loyalty of those around them, never knowing who to trust. Can they untangle the threads of deceit and betrayal before it's too late?

""The Ageless Pact: A Twin's Adventure"" is an enthralling medieval tale of twins on a quest for truth, where their bond is tested in the face of perilous adversaries. Suspense and adventure intertwine with the allure of an attractive and enigmatic character, weaving a spellbinding narrative that will leave readers captivated until the very last page.",2,ct-v1-betrayal|betrayal|背叛|betrayal ;; ct-v1-age-gap-romance|age-gap-romance|年龄差恋爱|age gap
nrv_798687a165b85bb40340f391,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Trapped: Bloody Rose,"""Do you feel that, Rose?"" He asked in a gruff tone. ""The effect I have on you is real. Don't deny it. Don't deny me.""
Rose's cheeks burn with shame, even though she pushed her bosom more into his hand, seeking the pleasure she knew he could give her.

Then, she recalled that they were in a restaurant, and stilled at once, eyes wide, heart thudding wildly, and breathless.
""We're in a bar,"" she told him, her protest sounding weak even to her own ears.
""A desert one,"" he chuckled.

She turned around, and saw that the restaurant was indeed vacant, save for them, and Enzo and Stefan who were standing by the door, their backs to them. It was rush hour, and that couldn't have happened, even if the food was terrible - and it wasn't.
She understood immediately that the divillish man sitting next to her, who starred in all her fantasies as of late, had ensured that they would have the privacy they needed.
For a ruthless mafia boss, he sure could be considerate.

... ... ... ... 

When Rose meets a mafia boss on one of her night shifts, she thinks he is a peculiar and unpleasant patient whom she would do well to avoid... Little does she know that that encounter is but the beginning to a tumultuous passionate chapter of her life. 
Risking everything for the man shouldn't be an option... And yet, she soon finds herself caught in his web of sin, desire, and obsession.",1,ct-v1-mafia|mafia|黑帮|mafia
nrv_7c9c47364b51ba7a9699a144,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",哟西，不许玩亲亲,"一个活泼开朗的女生，遇到冷漠无情的男人，为了一场友情，为了一场游戏，他们走到了一起。
   绝版帅哥，有着整个校园的绝版迷。
   一场计谋，一场误会。一场失散，让他们的感情越来越远。
   三个男人，一个女人。从不爱到爱，从过去到现在。
   守护，同情，自残。他一直都是这么的温柔。
   三年前依旧如此，三年后依旧无法改变。
   这是事实，无法改变的事实！一场爱到死的事实。",2,ct-v1-campus|campus|校园|校园 ;; ct-v1-misunderstanding|misunderstanding|误会|误会
nrv_7cb8b6e53aa584fc2c892a20,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]","Verheiratet mit meinem Boss, dem Undercover-Milliardär","Meine Schwägerin wollte mich für eine Vermittlungsgebühr an einen brutalen Straßenschläger verkaufen.

Um diesem Albtraum zu entkommen, griff ich mir vor der City Hall einen wildfremden Mann und heiratete ihn auf der Stelle.

Ich dachte, es wäre nur ein Stück Papier zu meinem Schutz, aber als meine Familie davon erfuhr, warfen sie mich ohne einen Cent auf die Straße.

Mein neuer Ehemann, Drake, war ein pleitegegangener Uber-Fahrer, der gerade gesperrt worden war und ein verrostetes Auto fuhr.

Wir zogen in eine schimmelige, heruntergekommene Einzimmerwohnung in Brooklyn, und meine Schwägerin spuckte mir voller Verachtung vor die Füße.

„Du dumme Schlampe! Du hast dein Leben für einen bankrotten Verlierer weggeworfen!“

Wir hatten kaum Geld für Essen, und als der Schläger mich wenig später in einem Restaurant bedrängte, dachte ich, wir wären endgültig geliefert.

Doch das, was dann passierte, ließ mich völlig fassungslos und verwirrt zurück.

Mein „erbärmlicher“ Ehemann brach dem massiven Schläger in nur fünf Sekunden mit dem eiskalten Blick eines Killers das Handgelenk.

Und als sein angeblich obdachloser, bettelarmer Großvater plötzlich vor unserer Tür saß, drückte er mir beiläufig ein unbezahlbares, handgeschnitztes Silberwappen als Hochzeitsgeschenk in die Hand.

Wer genau war dieser Mann, der nachts auf meinem harten Fußboden schlief?

Ich dachte, wir wären nur zwei verzweifelte Seelen, die am absoluten Tiefpunkt der Gesellschaft ums Überleben kämpften.

Ich ahnte nicht, dass mein angeblich wertloser Ehemann in Wahrheit der skrupellose Milliardär und CEO der Wall-Street-Macht Moran Group war – und dass sein Rachefeldzug gegen alle, die mich gequält hatten, gerade erst begann.",1,ct-v1-wealthy-ceo|wealthy-ceo|豪门总裁|CEO
nrv_7d012ca169738e6b31ff4048,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",本王不是妻奴,"    東秦北子靖手握重兵，是個直男癌晚期患者。



    “沈若溪，女人就應該乖乖待在後院，本王受傷了你給本王包紮，本王中毒了你給本王解毒，舞弄權勢非女子所為。”



    說著便默默把自己兩軍兵符、王府大權都給了她。王府侍衛們無語擦汗



    “沈若溪，女人應該上得廳堂下得廚房，你以後要多在廚藝上下功夫。”



    廚房裡的大媽望著剛被王爺剝完的蝦殼無語凝噎。



    “沈若溪，女人就該以男人為尊。男人說一女人不能說二，你既然嫁給了本王，便什麼都得聽本王的。”



    看著面前一本正經跪在搓衣板上的某人，沈若溪：“你說的很有道理，獎勵你多跪半個時辰。”",1,ct-v1-kung-fu|kung-fu|功夫|功夫
nrv_7f3d0b7fd7819b09659eac42,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",翻身小妾七个夫,"太狗血了，一觉醒来，云裳发现自己穿越了！
不仅穿成了不讨喜的大小姐，还有一张“丑绝人寰”的脸！
被王爷丑拒，被丫鬟嫌弃，她乐得轻松，正好过上吃了睡睡了吃的生活。
但是为什么这么一张丑脸还能讨得这么多男人的喜欢啊？
一夜之间，上门提亲的人踏破了门槛。
难道是他们知道她人皮面具下有一张魅惑众生的脸蛋？
好吧，姐姐决定终生不嫁了——浪迹天涯乐逍遥。",1,ct-v1-time-travel|time-travel|穿越|穿越
nrv_803c904b368a6360a5a49d33,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",Elle et lui,"Bonjour mes chers/chères lecteurs/trices, 
Je tiens à vous précisez que cette histoire a été entièrement imaginé, les codes habituels des histoires surnaturels ne seront pas respectés,
Merci à vous et bonne lecture.

Voici un petit résumé bref de l'histoire globale :

Il doit dirigé sur son peuple, elle doit diriger le sien. Il est l'Alpha Suprême, Elle sera Reine de son peuple, mais la Luna Suprême aussi, comment feront-ils ? Comment fera-t-t-elle?",2,ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|Luna ;; ct-v1-werewolf-alpha|werewolf-alpha|Alpha（狼人首领）|Alpha
nrv_8102ab6c41f0d853f757656c,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",极品医圣,"母亲被陷害，叶凌天成了豪门孽种，被家族嫌弃，更有许多人想让他永远的消失！
得到神医传承之后，叶凌天开始吊打一切！
不让从医，我偏要成医界泰斗！阻碍我经商，你的产业我也要吞并！",1,ct-v1-miracle-healer|miracle-healer|神医|神医
nrv_81fd69be2df858e2b2b2b9f0,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",诡校迷魂,"在一所高校里，流传着诡异的传说。万蕾在一夜之间精神失常，原因不明。万蕾成绩落后，沉默寡言却十分叛逆。经常遭到老师的辱骂，冷嘲热讽。而父母因工作忙碌从小便对她疏于管教，这使得家境不错的万蕾无心学习……
 在万蕾进入精神病院后，学校出现了一连串的诡异事件。先前与万蕾关系不好的师生们纷纷遭遇奇怪的意外，非死即伤，学校中人心惶惶，更有同学传言是万蕾下了诅咒，报复那些侮辱过她的老师和同学们……
 一连串如同“死神来了”般诡异的事件持续发生，警方也介入调查。
 青涩的早恋，师生背后邪恶的交易，和复杂的家庭故事，让这些诡异的案件变得更加扑朔迷离……而学校一切的诡异事件，逐渐暴露并失去掌控的校园内部纠葛，犯罪事件，竟发生在本该清净的校园……
单纯的学生时代，是否真正纯洁？初恋一定是美好的吗？也许这世上，有着太多阴暗角落，都曾覆盖着“美好”的面具，以示众人……",3,ct-v1-crime|crime|犯罪|犯罪 ;; ct-v1-first-love|first-love|初恋|初恋 ;; ct-v1-campus|campus|校园|校园
nrv_840c866fae6f6fd395688102,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",Le Grimoire du Cristal Bleu,"Fatima, gardienne de la Bibliothèque des Quatre Clés à Murra Kish, n'aurait jamais imaginé trouver l'amour... et le danger parmi les étagères anciennes.
Un mystérieux étranger, Alfonso, débarque à la recherche d'un grimoire perdu. Ce qui n'était au départ que de la curiosité se mue en romance, mais aussi en suspicion : il cache un secret royal, et elle, à son insu, est l'héritière d'un joyau ancien convoité.
Quand la trahison menace, ils doivent décider si leur amour est assez fort pour survivre au mystère, à l'ambition et aux mensonges.",2,ct-v1-royalty|royalty|王室|royal ;; ct-v1-romance|romance|言情|romance
nrv_841e3a6e49c11f5bb6ab030b,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",L'Héritière Oubliée de Valois,"汽车: 好的, 我将扮演知乎短篇小说导语创作专家, 为给定的法语小说原文创作一篇符合要求的导语. 

核心要素回顾: 

   小说主题: 复仇, 身份逆转, 家族秘密, 背叛后的崛起. 

   主角: Chloé

   主要冲突: Adrien和Camille的公开羞辱和背叛 vs Chloé的冷静反击和真实身份揭露. 

   转折点: Bernard宣布Chloé是亲生女儿和唯一继承人, Adrien被剥夺继承权. 

   结局: Chloé成功复仇, 事业爱情双丰收, Adrien和Camille沦落街头. 

导语结构应用规划: 

   部分1-情境设定(Situation Setup)/正常开端(Normal Beginning): Chloé在瓦卢瓦酒庄的地位 (总经理, 主酿酒师, Adrien的妻子) , 以及她五年来的辛勤工作和取得的成就 (拯救酒庄, 创造新千年份酒, 众人赞誉) . 强调表面的成功和风光. 

   部分2-核心冲突(Core Conflict)/突发剧变(Sudden Dramatic Change): Adrien和Camille的突然出现, 公开揭露Camille怀孕, 并当众宣布Chloé的离婚和解雇. 这是对Chloé地位和尊严的毁灭性打击. 

   部分3-后果展现(Consequence Display)/情境恶化(Situation Worsening): 

       外部:  众人从赞誉转为嘲讽和蔑视, 指责Chloé是 ""暴发户"" ; Adrien和Camille的得意与羞辱 (扔钱, 言语攻击) . 保镖犹豫不决, 也侧面体现了Chloé权力的丧失. 

       内部:  Chloé的冷静是其内心强大和计划性的体现, 尽管面对羞辱, 但这种冷静本身就是一种反常. 

   部分4-不公感(Sense of Injustice)/困惑感(Confusion)/强烈情绪: Chloé的内心并未崩溃, 反而异常冷静, 甚至警告Adrien ""你不知道自己在做什么"" . 这种出人意料的冷静暗示着背后有更大的秘密和计划. 旁观者的不解和Chloé对他们的警告 ( ""你们会记住今晚"" ) . 

   部分5-故事启动点(Story Trigger)/转折(Turning Point, Plot Twist): Bernard和Hélène的到来, 以及随后的巨大揭露--Chloé是他们的亲生女儿和唯一合法继承人, Adrien是养子且被剥夺继承权. 这瞬间逆转了整个局面, 标志着Chloé的反击正式达到高潮. 

写作要点: 

   第一人称: 保持第一人称 ""Je"" . 

   法语本地化: 用词和表达符合法语文化习惯. 

   悬念和冲击力: 确保冲突和反转具有强烈冲击感. 

   节奏快: 句子不宜过长, 信息密度大. 

   字数控制: 约250词. 

好了, 开始创作. 

---",3,ct-v1-betrayal|betrayal|背叛|背叛 ;; ct-v1-heir|heir|继承人|继承人 ;; ct-v1-divorce|divorce|离婚|离婚
nrv_843be6575b12adf561c0a003,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]","Le Cadre du Mari, la Justice Féroce de l'Épouse","Mon mari, Alexandre Chevalier, était le procureur vedette de Lyon, l'homme qui m'avait sauvée d'un sombre passé. Du moins, c'est ce que je croyais.

Il était l'homme qui m'avait envoyée en prison, me faisant accuser d'un crime que je n'avais pas commis pour protéger son ex-petite amie, Catherine.

Mes trois années au centre pénitentiaire de Fleury-Mérogis n'ont été qu'un brouillard de béton et d'uniformes gris. La femme qui y est entrée, une graphiste à succès qui aimait son mari, y est morte. Quand j'ai enfin été libérée, je m'attendais à le voir, mais il a envoyé un assistant pour « purifier mes mauvaises ondes ».

Puis je les ai vus : Alexandre et Catherine, organisant une fête de « bienvenue » pour moi, la femme qu'ils avaient mise derrière les barreaux. Ils m'ont exhibée, m'ont forcée à boire du champagne jusqu'à ce que je saigne intérieurement à cause d'un ulcère perforé.

Alexandre, toujours le protecteur dévoué, s'est précipité aux côtés de Catherine, me laissant en sang sur le sol. Il a même falsifié mon rapport médical, attribuant mon état à l'alcool.

J'étais allongée dans ce lit d'hôpital, les derniers vestiges de l'espoir se flétrissant et mourant. Je ne pouvais pas pleurer. Le sentiment était trop profond pour les larmes. J'ai juste ri, d'un rire sauvage, désarticulé.

Je voulais le détruire. Pas la prison. Je voulais qu'il perde tout. Sa carrière. Sa réputation. Sa précieuse Catherine. Je voulais qu'il ressente ce que j'avais ressenti.",1,ct-v1-crime|crime|犯罪|crime
nrv_84c38a7820ed0e23d92f53b5,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",渣男和我领假证，我转身嫁他死对头,"结婚三年，苏南笙为陆时域掏心掏肺，得知自己竟是豪门秦家的小公主，她第一反应就要悄悄拿钱帮他的公司渡过难关，给他惊喜。
可谁知，却发现他们的结婚证是假的，而他真正的妻子，其实是他青梅竹马的“好哥们”。项轻轻从小和他好到穿一条裤子，即便结婚后他们也难舍难分。
她吵过闹过，陆时域却只一句轻轻就是男孩子性格罢了，就打发了她。
既然这样，呵！
苏南笙直接搬出别墅，回归秦家真千金，事业风生水起，还嫁他死对头。
再相见，知道真相的陆时域跪地悔过。
“南笙，我错了，求你回头看看我，我们才是夫妻。”
可她身边的男人却直接一把将苏南笙搂入怀中，把大红结婚证甩在他脸上。
“好好瞧瞧，到底谁和谁才是夫妻。”",2,ct-v1-childhood-sweethearts|childhood-sweethearts|青梅竹马|青梅竹马 ;; ct-v1-princess|princess|公主|公主
nrv_85442f2d836b951a42dddfce,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",一嫁倾国,"出逃公主的绝世爱情
一纸婚书改变了她的一生，她愤然离开，希望能找到属于自己的爱情，兜兜转转，一切仍旧回到最初。最爱的人伤她最深，原来最美的爱情就在不经意的时候。良辰美景却总是奈何天。
多少人，总是以朋友的名义爱着你；多少人，平凡守候着爱情；只愿，能在一朵花开的时间与你相遇，在最美的年华与你相爱，在最平淡的岁月里，与你相守。",1,ct-v1-princess|princess|公主|公主
nrv_85e7362ed02db13c0ad8ed44,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The U.M.I. Corp Connection,"Inspector Flaatphut is back, this time teaming up with Tiffany and a whole group of miscreants to track down a lethal drug, clones, and the world's most deadly assassin. And all because his mother came to visit.",1,ct-v1-assassin|assassin|刺客|assassin
nrv_8a14101f0879e3de0ed80e7d,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""9\""]"",[""string"",""日语""]]",電撃婚の溺愛～社長の隠れ妻は最強ボスでした。,"【正体バレ禁止+最強ボス+電撃結婚+後に愛する+逆転劇】

伊藤家が溺愛して育てた娘が偽物だと発覚！実の娘は山奥で二十年間、辛酸をなめて育っていた。

本物の令嬢が帰ってきたが、そこには家族の温もりはなく、冷たい視線と猜疑心だけが待ち受けていた。

伊藤家の両親:「お前には私たちの血が流れているが、伊藤家のお嬢様という座にふさわしいのは、遥香だけだ」 実の兄:「俺の妹は遥香だけだ。田舎者は失せろ!」

偽の令嬢・伊藤遥香:「お姉さん、高橋家との縁談、私に譲ってくれても構わないでしょう?」

最強カリスマ・本物のお嬢様・伊藤麻衣は、無関心に吐き捨てる。「既に籍は入れた。関わるな」

高橋グループの御曹司・宗一郎は、電撃結婚した妻が「無能なヒヨコ」だと思い込んでいた。期限が来たら、さっさと離婚届を提出するつもりだった。

ある日、部下が衝撃の調査報告書を差し出した。

ゴッドハンドの神医は彼女、地下格闘技のチャンピオンは彼女、国際ハッカーランキング1位は彼女、トップレーサーは彼女、ずっと協力したいと思っていた研究所のAIの権威は彼女、港区の第一家族の唯一の跡継ぎは彼女、妹が熱狂する人気漫画家も、彼の不眠症を癒す唯一の朗読ボイスも――すべて、あの女の正体だった！

雨の夜、窓ガラスが湯気に曇る中、彼女は窓辺に押し付けられていた。

男は彼女の細く白い手首を掴み、漆黒の瞳で彼女を見つめた。「お前は、俺が知らない正体を一体いくつ持っているんだ?」

麻衣は逆に男の襟を掴み、無関心な仮面を剥ぎ取って邪悪に微笑んだ。「契約は明日切れる。離婚届、忘れずに出しなさいよ」

宗一郎：「……」

(離婚など、させると思っているのか？)",1,ct-v1-miracle-healer|miracle-healer|神医|神医
nrv_8adba95064112208a1dfb38a,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Valley of the Moon,"A road novel fifty years before Kerouac, The Valley of the Moon traces the odyssey of Billy and Saxon Roberts from the labor strife of Oakland at the turn of the century through Central and Northern California in search of land they can farm independently—a journey that echoes Jack London's own escape from urban poverty. As London lost hope in the prospects of the socialist party and organized labor, he began researching a scientific and environmentally sound approach to farming. In his novel, it is Saxon, London's most fully realized heroine, who embodies these concerns. The Valley of the Moon is London's paean to his second wife Charmian and to the pastoral life and his ranch in Glen Ellen, the Valley of the Moon.",1,ct-v1-urban-setting|urban-setting|都市背景|urban
nrv_8de3a256d4fa5294b5c8bcbd,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Embrace the light,"""Walt..."" I looked at him, my hand trailed his chest. I was biting my lip, I need him. It felt like I need him to make me forget. It felt like a familiar thing to do. But I still wasn't sure that he wanted us to happen the way it was intended to. 

But then he cupped my jaw and kissed me. His lips touched mine, his facial hair tickled my face softly. I was opening my lips, as his thumb stroked my cheek. 

""You need to stop me, Flo, we shouldn't be doing this."" He whispered hoarsely in my ear.

*****

Supernatural steamy romance series:
1. Embrace the dark
2. Embrace the light
3. Mated to the dark lord
4. Fallen for the king 


******

Flo was abused and misused by her parents because of her ability to see the future and see the dead. 

Until one day she runs away and finds herself in Walter's protection. 

She had all the right feelings for him, but he kept pushing her away until she finally left. Then he realized that he needed her more than he knew. 

*****

Walter had been let down by the universe over and over again. He had to rebuild himself from his lowest moments several times already. 

He was trying to be strong, and he was finally happy for the first time in his life, only to be fucked up majorly as fate decided to take his wife's life before their first anniversary. 

He was rebuilding the tallest wall he had ever made, but Flo slowly tearing it apart and making him doubt himself.

*****

Will he finally have a happy ending, or will fate screw him again?

*Rated for 18+ due to strong, explicit language and sexual content*",2,ct-v1-supernatural|supernatural|灵异|Supernatural ;; ct-v1-romance|romance|言情|romance
nrv_90b3fae9c1ae8df602e06e27,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",快穿：拯救我方反派大佬,"
落渺沒想到，她那主宰三千世界的發小，竟然是個戀愛腦。

別人談戀愛為情，他談戀愛要命。

堂堂神尊拿了個苦情男二的劇本，為了真愛生死道消，還是抓不住人家心！

為了拯救她為愛魔瘋的發小，落渺用血肉生祭了天道，繫結了天道系統，輪迴在三千世界為他收集殘魂。

天道系統：說出來你可能不信，您的攻略目標都是三千世界的美強慘反派。你要用愛包容他，溫暖他，感化他！刷爆他的幸福值！

落渺：她現在後悔還來得及嗎？

校園大佬，鐵血暴君，冷清厲鬼，睜眼瞎的超能力者，兩面三刀的腹黑影帝……落渺終於狗完了三千世界，準備功成身退的時候，她的發小又雙叒叕黑化了！

只剩下一條虛魂的落渺扯了扯身上的鎮魂鎖，抱住了擎天柱暴躁的喊：「冷靜點！你的真愛不是我！」

懟天懟地大反派慢條斯理的她拽回來：「胡說，我從洪荒就開始惦記了你。」

落渺：……不好意思，沒看出來。

【可鹽可甜情商低到爆表的萬物之神&懟天懟地養妻專業戶天道神尊】

【談戀愛嗎？天道手把手教你那種。】　
",1,ct-v1-superpowers|superpowers|超能力|超能力
